CODE,YEAR,VACCINE_DESCRIPTION,INTRO
PAN,2008,Meningococcal meningitis vaccines (all strains),No
PAN,2008,Mumps vaccine,Yes
PAN,2008,PCV (Pneumococcal conjugate vaccine),Yes (r)
PAN,2008,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2008,Rotavirus vaccine,Yes
PAN,2008,Rubella vaccine,Yes
PAN,2008,Seasonal Influenza vaccine,Yes
PAN,2008,Typhoid,No
PAN,2008,Varicella vaccine,No
PAN,2008,YF (Yellow fever) vaccine,High risk area
PAN,2007,aP (acellular pertussis) vaccine,No
PAN,2007,Hepatitis A vaccine,Yes
PAN,2007,Hepatitis B vaccine,Yes
PAN,2007,HepB birth dose,Yes
PAN,2007,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2007,HPV (Human Papilloma Virus) vaccine,No
PAN,2007,IPV (Inactivated polio vaccine),No
PAN,2007,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2007,Japanese Encephalitis,No
PAN,2007,Measles-containing vaccine 2nd dose,Yes
PAN,2007,Meningococcal meningitis vaccines (all strains),No
PAN,2007,Mumps vaccine,Yes
PAN,2007,PCV (Pneumococcal conjugate vaccine),No
PAN,2007,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2007,Rotavirus vaccine,Yes
PAN,2007,Rubella vaccine,Yes
PAN,2007,Seasonal Influenza vaccine,Yes
PAN,2007,Typhoid,No
PAN,2007,Varicella vaccine,No
PAN,2007,YF (Yellow fever) vaccine,High risk area
PAN,2006,aP (acellular pertussis) vaccine,No
PAN,2006,Hepatitis A vaccine,Yes
PAN,2006,Hepatitis B vaccine,Yes
PAN,2006,HepB birth dose,Yes
PAN,2006,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2006,HPV (Human Papilloma Virus) vaccine,No
PAN,2006,IPV (Inactivated polio vaccine),No
PAN,2006,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2006,Japanese Encephalitis,No
PAN,2006,Measles-containing vaccine 2nd dose,Yes
PAN,2006,Meningococcal meningitis vaccines (all strains),No
PAN,2006,Mumps vaccine,Yes
PAN,2006,PCV (Pneumococcal conjugate vaccine),No
PAN,2006,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2006,Rotavirus vaccine,Yes
PAN,2006,Rubella vaccine,Yes
PAN,2006,Seasonal Influenza vaccine,Yes
PAN,2006,Typhoid,No
PAN,2006,Varicella vaccine,No
PAN,2006,YF (Yellow fever) vaccine,High risk area
PAN,2005,aP (acellular pertussis) vaccine,No
PAN,2005,Hepatitis A vaccine,No
PAN,2005,Hepatitis B vaccine,Yes
PAN,2005,HepB birth dose,Yes
PAN,2005,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2005,IPV (Inactivated polio vaccine),No
PAN,2005,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2005,Japanese Encephalitis,No
PAN,2005,Measles-containing vaccine 2nd dose,Yes
PAN,2005,Meningococcal meningitis vaccines (all strains),No
PAN,2005,Mumps vaccine,Yes
PAN,2005,PCV (Pneumococcal conjugate vaccine),No
PAN,2005,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2005,Rubella vaccine,Yes
PAN,2005,Seasonal Influenza vaccine,Yes
PAN,2005,Typhoid,No
PAN,2005,Varicella vaccine,No
PAN,2005,YF (Yellow fever) vaccine,High risk area
PAN,2004,aP (acellular pertussis) vaccine,No
PAN,2004,Hepatitis A vaccine,No
PAN,2004,Hepatitis B vaccine,Yes
PAN,2004,HepB birth dose,Yes
PAN,2004,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2004,IPV (Inactivated polio vaccine),No
PAN,2004,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2004,Japanese Encephalitis,No
PAN,2004,Measles-containing vaccine 2nd dose,Yes
PAN,2004,Meningococcal meningitis vaccines (all strains),No
PAN,2004,Mumps vaccine,Yes
PAN,2004,PCV (Pneumococcal conjugate vaccine),No
PAN,2004,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2004,Rubella vaccine,Yes
PAN,2004,Seasonal Influenza vaccine,No
PAN,2004,Typhoid,No
PAN,2004,Varicella vaccine,No
PAN,2004,YF (Yellow fever) vaccine,High risk area
PAN,2003,aP (acellular pertussis) vaccine,No
PAN,2003,Hepatitis A vaccine,No
PAN,2003,Hepatitis B vaccine,Yes
PAN,2003,HepB birth dose,Yes
PAN,2003,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2003,IPV (Inactivated polio vaccine),No
PAN,2003,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2003,Japanese Encephalitis,No
PAN,2003,Measles-containing vaccine 2nd dose,Yes
PAN,2003,Meningococcal meningitis vaccines (all strains),No
PAN,2003,Mumps vaccine,Yes
PAN,2003,PCV (Pneumococcal conjugate vaccine),No
PAN,2003,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2003,Rubella vaccine,Yes
PAN,2003,Seasonal Influenza vaccine,No
PAN,2003,Typhoid,No
PAN,2003,Varicella vaccine,No
PAN,2003,YF (Yellow fever) vaccine,High risk area
PAN,2002,aP (acellular pertussis) vaccine,No
PAN,2002,Hepatitis A vaccine,No
PAN,2002,Hepatitis B vaccine,Yes
PAN,2002,HepB birth dose,No
PAN,2002,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2002,IPV (Inactivated polio vaccine),No
PAN,2002,IPV (Inactivated polio vaccine) 2nd dose,No
PAN,2002,Japanese Encephalitis,No
PAN,2002,Measles-containing vaccine 2nd dose,Yes
PAN,2002,Meningococcal meningitis vaccines (all strains),No
PAN,2002,Mumps vaccine,Yes
PAN,2002,PCV (Pneumococcal conjugate vaccine),No
PAN,2002,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2002,Rubella vaccine,Yes
PAN,2002,Seasonal Influenza vaccine,No
PAN,2002,Typhoid,No
PAN,2002,Varicella vaccine,No
PAN,2002,YF (Yellow fever) vaccine,High risk area
PAN,2001,aP (acellular pertussis) vaccine,No
PAN,2001,Hepatitis B vaccine,Yes
PAN,2001,HepB birth dose,No
PAN,2001,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2001,IPV (Inactivated polio vaccine),No
PAN,2001,Japanese Encephalitis,No
PAN,2001,Measles-containing vaccine 2nd dose,Yes
PAN,2001,Meningococcal meningitis vaccines (all strains),No
PAN,2001,Mumps vaccine,Yes
PAN,2001,PCV (Pneumococcal conjugate vaccine),No
PAN,2001,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2001,Rubella vaccine,Yes
PAN,2001,Seasonal Influenza vaccine,No
PAN,2001,Varicella vaccine,No
PAN,2001,YF (Yellow fever) vaccine,High risk area
PAN,2000,Hepatitis B vaccine,Yes
PAN,2000,HepB birth dose,No
PAN,2000,Hib (Haemophilus influenzae type B) vaccine,Yes
PAN,2000,IPV (Inactivated polio vaccine),No
PAN,2000,Measles-containing vaccine 2nd dose,Yes
PAN,2000,Meningococcal meningitis vaccines (all strains),No
PAN,2000,Mumps vaccine,Yes
PAN,2000,PCV (Pneumococcal conjugate vaccine),No
PAN,2000,PPV (Pneumococcal polysaccharide vaccine),No
PAN,2000,Rubella vaccine,Yes
PAN,2000,Seasonal Influenza vaccine,No
PAN,2000,YF (Yellow fever) vaccine,High risk area
PAN,1999,Hepatitis B vaccine,Yes
PAN,1999,HepB birth dose,No
PAN,1999,Hib (Haemophilus influenzae type B) vaccine,No
PAN,1999,IPV (Inactivated polio vaccine),No
PAN,1999,Measles-containing vaccine 2nd dose,Yes
PAN,1999,Meningococcal meningitis vaccines (all strains),No
PAN,1999,Mumps vaccine,Yes
PAN,1999,PPV (Pneumococcal polysaccharide vaccine),No
PAN,1999,Rubella vaccine,Yes
PAN,1999,Seasonal Influenza vaccine,No
PAN,1999,YF (Yellow fever) vaccine,High risk area
PAN,1998,Hepatitis B vaccine,No
PAN,1998,HepB birth dose,No
PAN,1998,Hib (Haemophilus influenzae type B) vaccine,No
PAN,1998,IPV (Inactivated polio vaccine),No
PAN,1998,Measles-containing vaccine 2nd dose,Yes
PAN,1998,Mumps vaccine,Yes
PAN,1998,Rubella vaccine,Yes
PAN,1998,Seasonal Influenza vaccine,No
PAN,1998,YF (Yellow fever) vaccine,High risk area
PAN,1997,Hepatitis B vaccine,No
PAN,1997,HepB birth dose,No
PAN,1997,Hib (Haemophilus influenzae type B) vaccine,No
PAN,1997,IPV (Inactivated polio vaccine),No
PAN,1997,Measles-containing vaccine 2nd dose,Yes
PAN,1997,Mumps vaccine,Yes
PAN,1997,Rubella vaccine,Yes
