CODE,YEAR,DISEASE_CODE,CASES
CYM,2003,RUBELLA,
CYM,2003,TTETANUS,0.0
CYM,2003,YFEVER,
CYM,2002,DIPHTHERIA,0.0
CYM,2002,MEASLES,0.0
CYM,2002,NTETANUS,0.0
CYM,2002,PERTUSSIS,0.0
CYM,2002,TTETANUS,0.0
CYM,2001,DIPHTHERIA,0.0
CYM,2001,MEASLES,0.0
CYM,2001,NTETANUS,0.0
CYM,2001,PERTUSSIS,0.0
CYM,2001,TTETANUS,0.0
CYM,2000,CRS,
CYM,2000,DIPHTHERIA,
CYM,2000,MEASLES,0.0
CYM,2000,MUMPS,
CYM,2000,NTETANUS,0.0
CYM,2000,PERTUSSIS,0.0
CYM,2000,POLIO,0.0
CYM,2000,RUBELLA,
CYM,2000,TTETANUS,0.0
CYM,2000,YFEVER,
CYM,1999,CRS,
CYM,1999,DIPHTHERIA,0.0
CYM,1999,MEASLES,0.0
CYM,1999,MUMPS,
CYM,1999,NTETANUS,0.0
CYM,1999,PERTUSSIS,7.0
CYM,1999,POLIO,0.0
CYM,1999,RUBELLA,
CYM,1999,TTETANUS,0.0
CYM,1999,YFEVER,
CYM,1998,DIPHTHERIA,0.0
CYM,1998,MEASLES,0.0
CYM,1998,NTETANUS,0.0
CYM,1998,PERTUSSIS,0.0
CYM,1998,POLIO,0.0
CYM,1998,TTETANUS,0.0
CYM,1998,YFEVER,
CYM,1997,DIPHTHERIA,0.0
CYM,1997,MEASLES,0.0
CYM,1997,NTETANUS,0.0
CYM,1997,PERTUSSIS,1.0
CYM,1997,POLIO,0.0
CYM,1997,TTETANUS,0.0
CYM,1997,YFEVER,
CYM,1996,DIPHTHERIA,0.0
CYM,1996,MEASLES,0.0
CYM,1996,NTETANUS,0.0
CYM,1996,PERTUSSIS,0.0
CYM,1996,POLIO,0.0
CYM,1996,TTETANUS,0.0
CYM,1996,YFEVER,
CYM,1995,DIPHTHERIA,0.0
CYM,1995,MEASLES,0.0
CYM,1995,NTETANUS,0.0
CYM,1995,PERTUSSIS,0.0
CYM,1995,POLIO,0.0
CYM,1995,TTETANUS,0.0
CYM,1995,YFEVER,
CYM,1994,DIPHTHERIA,0.0
CYM,1994,MEASLES,0.0
CYM,1994,NTETANUS,0.0
CYM,1994,PERTUSSIS,0.0
CYM,1994,POLIO,0.0
CYM,1994,TTETANUS,0.0
CYM,1994,YFEVER,
CYM,1993,DIPHTHERIA,0.0
CYM,1993,MEASLES,0.0
CYM,1993,NTETANUS,0.0
CYM,1993,PERTUSSIS,0.0
CYM,1993,POLIO,0.0
CYM,1993,TTETANUS,0.0
CYM,1993,YFEVER,
CYM,1992,DIPHTHERIA,0.0
CYM,1992,MEASLES,0.0
CYM,1992,NTETANUS,0.0
CYM,1992,PERTUSSIS,0.0
CYM,1992,POLIO,0.0
CYM,1992,TTETANUS,0.0
CYM,1992,YFEVER,
CYM,1991,DIPHTHERIA,0.0
CYM,1991,MEASLES,0.0
CYM,1991,NTETANUS,0.0
CYM,1991,PERTUSSIS,0.0
CYM,1991,POLIO,0.0
CYM,1991,TTETANUS,0.0
CYM,1991,YFEVER,
CYM,1990,DIPHTHERIA,0.0
CYM,1990,MEASLES,0.0
CYM,1990,NTETANUS,0.0
CYM,1990,PERTUSSIS,0.0
CYM,1990,POLIO,
CYM,1990,TTETANUS,0.0
CYM,1990,YFEVER,
CYM,1989,DIPHTHERIA,0.0
CYM,1989,MEASLES,5.0
CYM,1989,NTETANUS,0.0
CYM,1989,PERTUSSIS,0.0
CYM,1989,POLIO,0.0
CYM,1989,TTETANUS,0.0
CYM,1989,YFEVER,
CYM,1988,DIPHTHERIA,0.0
CYM,1988,MEASLES,1.0
CYM,1988,NTETANUS,0.0
CYM,1988,PERTUSSIS,0.0
CYM,1988,POLIO,0.0
CYM,1988,TTETANUS,1.0
CYM,1988,YFEVER,
CYM,1987,DIPHTHERIA,0.0
CYM,1987,MEASLES,3.0
CYM,1987,NTETANUS,0.0
CYM,1987,PERTUSSIS,0.0
CYM,1987,POLIO,0.0
CYM,1987,TTETANUS,0.0
CYM,1987,YFEVER,
CYM,1986,DIPHTHERIA,0.0
CYM,1986,MEASLES,2.0
CYM,1986,NTETANUS,0.0
CYM,1986,PERTUSSIS,0.0
CYM,1986,POLIO,0.0
CYM,1986,TTETANUS,0.0
CYM,1986,YFEVER,
CYM,1985,DIPHTHERIA,0.0
CYM,1985,MEASLES,4.0
CYM,1985,NTETANUS,0.0
CYM,1985,PERTUSSIS,0.0
CYM,1985,POLIO,0.0
CYM,1985,TTETANUS,0.0
CYM,1985,YFEVER,
CYM,1984,DIPHTHERIA,0.0
CYM,1984,MEASLES,5.0
CYM,1984,NTETANUS,0.0
CYM,1984,PERTUSSIS,4.0
CYM,1984,POLIO,0.0
CYM,1984,TTETANUS,0.0
CYM,1984,YFEVER,
CYM,1983,DIPHTHERIA,0.0
CYM,1983,MEASLES,9.0
CYM,1983,NTETANUS,0.0
CYM,1983,PERTUSSIS,6.0
CYM,1983,POLIO,0.0
CYM,1983,TTETANUS,1.0
CYM,1983,YFEVER,
CYM,1982,DIPHTHERIA,0.0
CYM,1982,MEASLES,0.0
CYM,1982,NTETANUS,0.0
CYM,1982,PERTUSSIS,0.0
CYM,1982,POLIO,0.0
CYM,1982,TTETANUS,0.0
CYM,1982,YFEVER,
CYM,1981,DIPHTHERIA,0.0
CYM,1981,MEASLES,2.0
CYM,1981,NTETANUS,0.0
CYM,1981,PERTUSSIS,0.0
CYM,1981,POLIO,0.0
CYM,1981,TTETANUS,0.0
CYM,1981,YFEVER,
CYM,1980,DIPHTHERIA,0.0
CYM,1980,MEASLES,9.0
CYM,1980,NTETANUS,0.0
CYM,1980,PERTUSSIS,0.0
CYM,1980,POLIO,0.0
CYM,1980,TTETANUS,0.0
CYM,1980,YFEVER,
CYP,2023,CRS,0.0
CYP,2023,DIPHTHERIA,0.0
CYP,2023,INVASIVE_MENING,2.0
CYP,2023,MEASLES,0.0
CYP,2023,MUMPS,1.0
CYP,2023,NTETANUS,
CYP,2023,PERTUSSIS,2.0
CYP,2023,POLIO,
CYP,2023,RUBELLA,0.0
CYP,2023,TTETANUS,
CYP,2023,TYPHOID,7.0
CYP,2023,YFEVER,0.0
CYP,2022,CRS,0.0
CYP,2022,DIPHTHERIA,0.0
CYP,2022,INVASIVE_MENING,0.0
CYP,2022,MEASLES,0.0
CYP,2022,MUMPS,2.0
CYP,2022,NTETANUS,0.0
CYP,2022,PERTUSSIS,0.0
CYP,2022,POLIO,0.0
CYP,2022,RUBELLA,0.0
CYP,2022,TTETANUS,0.0
CYP,2022,TYPHOID,1.0
CYP,2022,YFEVER,0.0
CYP,2021,CRS,0.0
CYP,2021,DIPHTHERIA,0.0
CYP,2021,INVASIVE_MENING,0.0
CYP,2021,JAPENC,
CYP,2021,MEASLES,1.0
CYP,2021,MUMPS,0.0
CYP,2021,NTETANUS,0.0
CYP,2021,PERTUSSIS,2.0
CYP,2021,POLIO,0.0
CYP,2021,RUBELLA,0.0
CYP,2021,TTETANUS,0.0
CYP,2021,TYPHOID,0.0
CYP,2021,YFEVER,0.0
CYP,2020,CRS,0.0
CYP,2020,DIPHTHERIA,0.0
CYP,2020,INVASIVE_MENING,0.0
CYP,2020,JAPENC,
CYP,2020,MEASLES,1.0
CYP,2020,MUMPS,1.0
CYP,2020,NTETANUS,0.0
CYP,2020,PERTUSSIS,8.0
CYP,2020,POLIO,0.0
CYP,2020,RUBELLA,1.0
CYP,2020,TTETANUS,0.0
CYP,2020,TYPHOID,1.0
CYP,2020,YFEVER,0.0
CYP,2019,CRS,0.0
CYP,2019,DIPHTHERIA,0.0
CYP,2019,JAPENC,
CYP,2019,MEASLES,6.0
CYP,2019,MUMPS,0.0
CYP,2019,NTETANUS,0.0
CYP,2019,PERTUSSIS,2.0
CYP,2019,POLIO,0.0
CYP,2019,RUBELLA,0.0
CYP,2019,TTETANUS,0.0
CYP,2019,TYPHOID,0.0
CYP,2019,YFEVER,0.0
CYP,2018,CRS,0.0
CYP,2018,DIPHTHERIA,0.0
CYP,2018,JAPENC,
CYP,2018,MEASLES,15.0
CYP,2018,MUMPS,3.0
CYP,2018,NTETANUS,0.0
CYP,2018,PERTUSSIS,0.0
CYP,2018,POLIO,0.0
CYP,2018,RUBELLA,0.0
CYP,2018,TTETANUS,1.0
CYP,2018,TYPHOID,0.0
CYP,2018,YFEVER,0.0
CYP,2017,CRS,0.0
CYP,2017,DIPHTHERIA,0.0
CYP,2017,JAPENC,0.0
CYP,2017,MEASLES,3.0
CYP,2017,MUMPS,2.0
CYP,2017,NTETANUS,0.0
CYP,2017,PERTUSSIS,17.0
CYP,2017,POLIO,0.0
CYP,2017,RUBELLA,0.0
CYP,2017,TTETANUS,0.0
CYP,2017,YFEVER,0.0
CYP,2016,CRS,0.0
CYP,2016,DIPHTHERIA,0.0
CYP,2016,JAPENC,
CYP,2016,MEASLES,0.0
CYP,2016,MUMPS,1.0
CYP,2016,NTETANUS,0.0
CYP,2016,PERTUSSIS,2.0
CYP,2016,POLIO,0.0
CYP,2016,RUBELLA,0.0
CYP,2016,TTETANUS,0.0
CYP,2016,YFEVER,0.0
CYP,2015,CRS,0.0
CYP,2015,DIPHTHERIA,0.0
CYP,2015,JAPENC,
CYP,2015,MEASLES,0.0
CYP,2015,MUMPS,2.0
CYP,2015,NTETANUS,0.0
CYP,2015,PERTUSSIS,2.0
CYP,2015,POLIO,0.0
CYP,2015,RUBELLA,0.0
CYP,2015,TTETANUS,0.0
CYP,2015,YFEVER,0.0
CYP,2014,CRS,0.0
CYP,2014,DIPHTHERIA,0.0
CYP,2014,JAPENC,
CYP,2014,MEASLES,10.0
CYP,2014,MUMPS,1.0
CYP,2014,NTETANUS,0.0
CYP,2014,PERTUSSIS,7.0
CYP,2014,POLIO,0.0
CYP,2014,RUBELLA,0.0
CYP,2014,TTETANUS,0.0
CYP,2014,YFEVER,0.0
CYP,2013,CRS,0.0
CYP,2013,DIPHTHERIA,0.0
CYP,2013,JAPENC,
CYP,2013,MEASLES,0.0
CYP,2013,MUMPS,0.0
CYP,2013,NTETANUS,0.0
CYP,2013,PERTUSSIS,9.0
CYP,2013,POLIO,0.0
CYP,2013,RUBELLA,0.0
CYP,2013,TTETANUS,0.0
CYP,2013,YFEVER,0.0
CYP,2012,CRS,0.0
CYP,2012,DIPHTHERIA,0.0
CYP,2012,JAPENC,
CYP,2012,MEASLES,1.0
CYP,2012,MUMPS,3.0
CYP,2012,NTETANUS,0.0
CYP,2012,PERTUSSIS,16.0
CYP,2012,POLIO,0.0
CYP,2012,RUBELLA,0.0
CYP,2012,TTETANUS,0.0
CYP,2012,YFEVER,0.0
CYP,2011,CRS,0.0
CYP,2011,DIPHTHERIA,0.0
CYP,2011,JAPENC,
CYP,2011,MEASLES,0.0
CYP,2011,MUMPS,0.0
CYP,2011,NTETANUS,0.0
CYP,2011,PERTUSSIS,2.0
CYP,2011,POLIO,0.0
CYP,2011,RUBELLA,0.0
CYP,2011,TTETANUS,0.0
CYP,2011,YFEVER,0.0
CYP,2010,CRS,0.0
CYP,2010,DIPHTHERIA,0.0
CYP,2010,JAPENC,
CYP,2010,MEASLES,18.0
CYP,2010,MUMPS,2.0
CYP,2010,NTETANUS,0.0
CYP,2010,PERTUSSIS,0.0
CYP,2010,POLIO,0.0
CYP,2010,RUBELLA,0.0
CYP,2010,TTETANUS,0.0
CYP,2010,YFEVER,0.0
CYP,2009,CRS,0.0
CYP,2009,DIPHTHERIA,0.0
CYP,2009,JAPENC,
CYP,2009,MEASLES,0.0
CYP,2009,MUMPS,5.0
CYP,2009,NTETANUS,0.0
CYP,2009,PERTUSSIS,8.0
CYP,2009,POLIO,0.0
CYP,2009,RUBELLA,0.0
CYP,2009,TTETANUS,0.0
CYP,2009,YFEVER,0.0
CYP,2008,CRS,0.0
CYP,2008,DIPHTHERIA,0.0
CYP,2008,JAPENC,
CYP,2008,MEASLES,1.0
CYP,2008,MUMPS,3.0
CYP,2008,NTETANUS,0.0
CYP,2008,PERTUSSIS,3.0
CYP,2008,POLIO,0.0
CYP,2008,RUBELLA,0.0
CYP,2008,TTETANUS,0.0
CYP,2008,YFEVER,0.0
CYP,2007,CRS,0.0
CYP,2007,DIPHTHERIA,0.0
CYP,2007,JAPENC,
CYP,2007,MEASLES,0.0
CYP,2007,MUMPS,0.0
CYP,2007,NTETANUS,0.0
CYP,2007,PERTUSSIS,9.0
CYP,2007,POLIO,0.0
CYP,2007,RUBELLA,0.0
CYP,2007,TTETANUS,0.0
CYP,2007,YFEVER,0.0
CYP,2006,CRS,0.0
CYP,2006,DIPHTHERIA,0.0
CYP,2006,JAPENC,
CYP,2006,MEASLES,0.0
CYP,2006,MUMPS,0.0
CYP,2006,NTETANUS,0.0
CYP,2006,PERTUSSIS,8.0
CYP,2006,POLIO,0.0
CYP,2006,RUBELLA,0.0
CYP,2006,TTETANUS,0.0
CYP,2006,YFEVER,0.0
CYP,2005,CRS,0.0
CYP,2005,DIPHTHERIA,0.0
CYP,2005,MEASLES,1.0
CYP,2005,MUMPS,5.0
CYP,2005,NTETANUS,0.0
CYP,2005,PERTUSSIS,6.0
CYP,2005,POLIO,0.0
CYP,2005,RUBELLA,0.0
CYP,2005,TTETANUS,0.0
CYP,2005,YFEVER,0.0
CYP,2004,CRS,0.0
CYP,2004,DIPHTHERIA,0.0
CYP,2004,MEASLES,0.0
CYP,2004,MUMPS,14.0
CYP,2004,NTETANUS,0.0
CYP,2004,PERTUSSIS,15.0
CYP,2004,POLIO,0.0
CYP,2004,RUBELLA,6.0
CYP,2004,TTETANUS,0.0
CYP,2004,YFEVER,0.0
CYP,2003,CRS,0.0
CYP,2003,DIPHTHERIA,0.0
CYP,2003,MEASLES,0.0
CYP,2003,MUMPS,
CYP,2003,NTETANUS,0.0
CYP,2003,PERTUSSIS,58.0
CYP,2003,POLIO,0.0
CYP,2003,RUBELLA,0.0
CYP,2003,TTETANUS,2.0
CYP,2003,YFEVER,0.0
CYP,2002,CRS,0.0
CYP,2002,DIPHTHERIA,0.0
CYP,2002,MEASLES,0.0
CYP,2002,MUMPS,0.0
CYP,2002,NTETANUS,0.0
CYP,2002,PERTUSSIS,1.0
CYP,2002,POLIO,0.0
CYP,2002,RUBELLA,0.0
CYP,2002,TTETANUS,1.0
CYP,2002,YFEVER,0.0
CYP,2001,CRS,
CYP,2001,DIPHTHERIA,
CYP,2001,MEASLES,
CYP,2001,MUMPS,
CYP,2001,NTETANUS,
CYP,2001,PERTUSSIS,
CYP,2001,POLIO,0.0
CYP,2001,RUBELLA,
CYP,2001,TTETANUS,
CYP,2001,YFEVER,
CYP,2000,CRS,0.0
CYP,2000,DIPHTHERIA,0.0
CYP,2000,MEASLES,0.0
CYP,2000,MUMPS,0.0
CYP,2000,NTETANUS,0.0
CYP,2000,PERTUSSIS,6.0
CYP,2000,POLIO,0.0
CYP,2000,RUBELLA,0.0
CYP,2000,TTETANUS,0.0
CYP,2000,YFEVER,0.0
CYP,1999,CRS,
CYP,1999,DIPHTHERIA,0.0
CYP,1999,MEASLES,0.0
CYP,1999,MUMPS,
CYP,1999,NTETANUS,0.0
CYP,1999,PERTUSSIS,12.0
CYP,1999,POLIO,0.0
CYP,1999,RUBELLA,
CYP,1999,TTETANUS,0.0
CYP,1999,YFEVER,
CYP,1998,DIPHTHERIA,0.0
CYP,1998,MEASLES,1.0
CYP,1998,NTETANUS,0.0
CYP,1998,PERTUSSIS,5.0
CYP,1998,POLIO,0.0
CYP,1998,TTETANUS,0.0
CYP,1998,YFEVER,
CYP,1997,DIPHTHERIA,0.0
CYP,1997,MEASLES,1.0
CYP,1997,NTETANUS,0.0
CYP,1997,PERTUSSIS,12.0
CYP,1997,POLIO,0.0
CYP,1997,TTETANUS,0.0
CYP,1997,YFEVER,
CYP,1996,DIPHTHERIA,0.0
CYP,1996,MEASLES,55.0
CYP,1996,NTETANUS,0.0
CYP,1996,PERTUSSIS,20.0
CYP,1996,POLIO,0.0
CYP,1996,TTETANUS,0.0
CYP,1996,YFEVER,
CYP,1995,DIPHTHERIA,0.0
CYP,1995,MEASLES,0.0
CYP,1995,NTETANUS,0.0
CYP,1995,PERTUSSIS,15.0
CYP,1995,POLIO,1.0
CYP,1995,TTETANUS,0.0
CYP,1995,YFEVER,
CYP,1994,DIPHTHERIA,0.0
CYP,1994,MEASLES,0.0
CYP,1994,NTETANUS,0.0
CYP,1994,PERTUSSIS,17.0
CYP,1994,POLIO,0.0
CYP,1994,TTETANUS,0.0
CYP,1994,YFEVER,
CYP,1993,DIPHTHERIA,0.0
CYP,1993,MEASLES,0.0
CYP,1993,NTETANUS,0.0
CYP,1993,PERTUSSIS,0.0
CYP,1993,POLIO,0.0
CYP,1993,TTETANUS,1.0
CYP,1993,YFEVER,
CYP,1992,DIPHTHERIA,0.0
CYP,1992,MEASLES,20.0
CYP,1992,NTETANUS,0.0
CYP,1992,PERTUSSIS,1.0
CYP,1992,POLIO,0.0
CYP,1992,TTETANUS,1.0
CYP,1992,YFEVER,
CYP,1991,DIPHTHERIA,0.0
CYP,1991,MEASLES,1.0
CYP,1991,NTETANUS,0.0
CYP,1991,PERTUSSIS,6.0
CYP,1991,POLIO,1.0
CYP,1991,TTETANUS,0.0
CYP,1991,YFEVER,
CYP,1990,DIPHTHERIA,0.0
CYP,1990,MEASLES,4.0
CYP,1990,NTETANUS,0.0
CYP,1990,PERTUSSIS,4.0
CYP,1990,POLIO,0.0
CYP,1990,TTETANUS,0.0
CYP,1990,YFEVER,
CYP,1989,DIPHTHERIA,0.0
CYP,1989,MEASLES,0.0
CYP,1989,NTETANUS,0.0
CYP,1989,PERTUSSIS,0.0
CYP,1989,POLIO,0.0
CYP,1989,TTETANUS,0.0
CYP,1989,YFEVER,
CYP,1988,DIPHTHERIA,0.0
CYP,1988,MEASLES,0.0
CYP,1988,NTETANUS,0.0
CYP,1988,PERTUSSIS,0.0
CYP,1988,POLIO,0.0
CYP,1988,TTETANUS,0.0
CYP,1988,YFEVER,
CYP,1987,DIPHTHERIA,0.0
CYP,1987,MEASLES,0.0
CYP,1987,NTETANUS,0.0
CYP,1987,PERTUSSIS,0.0
CYP,1987,POLIO,0.0
CYP,1987,TTETANUS,1.0
CYP,1987,YFEVER,
CYP,1986,DIPHTHERIA,0.0
CYP,1986,MEASLES,1.0
CYP,1986,NTETANUS,0.0
CYP,1986,PERTUSSIS,11.0
CYP,1986,POLIO,0.0
CYP,1986,TTETANUS,0.0
CYP,1986,YFEVER,
CYP,1985,DIPHTHERIA,0.0
CYP,1985,MEASLES,1.0
CYP,1985,NTETANUS,0.0
CYP,1985,PERTUSSIS,0.0
CYP,1985,POLIO,0.0
CYP,1985,TTETANUS,0.0
CYP,1985,YFEVER,
CYP,1984,DIPHTHERIA,0.0
CYP,1984,MEASLES,3.0
CYP,1984,NTETANUS,0.0
CYP,1984,PERTUSSIS,0.0
CYP,1984,POLIO,0.0
CYP,1984,TTETANUS,0.0
CYP,1984,YFEVER,
CYP,1983,DIPHTHERIA,0.0
CYP,1983,MEASLES,183.0
CYP,1983,NTETANUS,0.0
CYP,1983,PERTUSSIS,23.0
CYP,1983,POLIO,0.0
CYP,1983,TTETANUS,0.0
CYP,1983,YFEVER,
CYP,1982,DIPHTHERIA,0.0
CYP,1982,MEASLES,27.0
CYP,1982,NTETANUS,0.0
CYP,1982,PERTUSSIS,1.0
CYP,1982,POLIO,0.0
CYP,1982,TTETANUS,2.0
CYP,1982,YFEVER,
CYP,1981,DIPHTHERIA,0.0
CYP,1981,MEASLES,3.0
CYP,1981,NTETANUS,0.0
CYP,1981,PERTUSSIS,3.0
CYP,1981,POLIO,0.0
CYP,1981,TTETANUS,0.0
CYP,1981,YFEVER,
CYP,1980,DIPHTHERIA,0.0
CYP,1980,MEASLES,0.0
CYP,1980,NTETANUS,0.0
CYP,1980,PERTUSSIS,0.0
CYP,1980,POLIO,0.0
CYP,1980,TTETANUS,0.0
CYP,1980,YFEVER,
CZE,2023,CRS,0.0
CZE,2023,DIPHTHERIA,7.0
CZE,2023,INVASIVE_MENING,17.0
CZE,2023,MEASLES,1.0
CZE,2023,MUMPS,86.0
CZE,2023,NTETANUS,0.0
CZE,2023,PERTUSSIS,494.0
CZE,2023,POLIO,
CZE,2023,RUBELLA,0.0
CZE,2023,TTETANUS,0.0
CZE,2023,TYPHOID,3.0
CZE,2023,YFEVER,0.0
CZE,2022,CRS,0.0
CZE,2022,DIPHTHERIA,5.0
CZE,2022,INVASIVE_MENING,24.0
CZE,2022,MEASLES,0.0
CZE,2022,MUMPS,68.0
CZE,2022,NTETANUS,0.0
CZE,2022,PERTUSSIS,94.0
CZE,2022,POLIO,
CZE,2022,RUBELLA,0.0
CZE,2022,TTETANUS,2.0
CZE,2022,TYPHOID,2.0
CZE,2022,YFEVER,0.0
CZE,2021,CRS,0.0
CZE,2021,DIPHTHERIA,0.0
CZE,2021,INVASIVE_MENING,12.0
CZE,2021,JAPENC,0.0
CZE,2021,MEASLES,0.0
CZE,2021,MUMPS,38.0
CZE,2021,NTETANUS,0.0
CZE,2021,PERTUSSIS,51.0
CZE,2021,POLIO,0.0
CZE,2021,RUBELLA,0.0
CZE,2021,TTETANUS,0.0
CZE,2021,TYPHOID,1.0
CZE,2021,YFEVER,0.0
CZE,2020,CRS,
CZE,2020,DIPHTHERIA,0.0
CZE,2020,INVASIVE_MENING,24.0
CZE,2020,JAPENC,0.0
CZE,2020,MEASLES,4.0
CZE,2020,MUMPS,93.0
CZE,2020,NTETANUS,0.0
CZE,2020,PERTUSSIS,696.0
CZE,2020,POLIO,0.0
CZE,2020,RUBELLA,0.0
CZE,2020,TTETANUS,0.0
CZE,2020,TYPHOID,1.0
CZE,2020,YFEVER,0.0
CZE,2019,CRS,0.0
CZE,2019,DIPHTHERIA,0.0
CZE,2019,JAPENC,0.0
CZE,2019,MEASLES,590.0
CZE,2019,MUMPS,191.0
CZE,2019,NTETANUS,0.0
CZE,2019,PERTUSSIS,1446.0
CZE,2019,POLIO,0.0
CZE,2019,RUBELLA,0.0
CZE,2019,TTETANUS,1.0
CZE,2019,TYPHOID,6.0
CZE,2019,YFEVER,0.0
CZE,2018,CRS,0.0
CZE,2018,DIPHTHERIA,0.0
CZE,2018,JAPENC,0.0
CZE,2018,MEASLES,207.0
CZE,2018,MUMPS,516.0
CZE,2018,NTETANUS,0.0
CZE,2018,PERTUSSIS,752.0
CZE,2018,POLIO,0.0
CZE,2018,RUBELLA,2.0
CZE,2018,TTETANUS,0.0
CZE,2018,TYPHOID,0.0
CZE,2018,YFEVER,1.0
CZE,2017,CRS,0.0
CZE,2017,DIPHTHERIA,0.0
CZE,2017,JAPENC,1.0
CZE,2017,MEASLES,142.0
CZE,2017,MUMPS,1407.0
CZE,2017,NTETANUS,0.0
CZE,2017,PERTUSSIS,667.0
CZE,2017,POLIO,0.0
CZE,2017,RUBELLA,2.0
CZE,2017,TTETANUS,0.0
CZE,2017,YFEVER,0.0
CZE,2016,CRS,0.0
CZE,2016,DIPHTHERIA,0.0
CZE,2016,JAPENC,0.0
CZE,2016,MEASLES,7.0
CZE,2016,MUMPS,5734.0
CZE,2016,NTETANUS,0.0
CZE,2016,PERTUSSIS,627.0
CZE,2016,POLIO,0.0
CZE,2016,RUBELLA,0.0
CZE,2016,TTETANUS,1.0
CZE,2016,YFEVER,0.0
CZE,2015,CRS,0.0
CZE,2015,DIPHTHERIA,0.0
CZE,2015,JAPENC,0.0
CZE,2015,MEASLES,9.0
CZE,2015,MUMPS,1616.0
CZE,2015,NTETANUS,
CZE,2015,PERTUSSIS,585.0
CZE,2015,POLIO,0.0
CZE,2015,RUBELLA,0.0
CZE,2015,TTETANUS,1.0
CZE,2015,YFEVER,0.0
CZE,2014,CRS,0.0
CZE,2014,DIPHTHERIA,0.0
CZE,2014,JAPENC,0.0
CZE,2014,MEASLES,222.0
CZE,2014,MUMPS,677.0
CZE,2014,NTETANUS,0.0
CZE,2014,PERTUSSIS,2521.0
CZE,2014,POLIO,0.0
CZE,2014,RUBELLA,1.0
CZE,2014,TTETANUS,0.0
CZE,2014,YFEVER,0.0
CZE,2013,CRS,0.0
CZE,2013,DIPHTHERIA,0.0
CZE,2013,JAPENC,0.0
CZE,2013,MEASLES,15.0
CZE,2013,MUMPS,1553.0
CZE,2013,NTETANUS,0.0
CZE,2013,PERTUSSIS,1233.0
CZE,2013,POLIO,0.0
CZE,2013,RUBELLA,0.0
CZE,2013,TTETANUS,0.0
CZE,2013,YFEVER,0.0
CZE,2012,CRS,1.0
CZE,2012,DIPHTHERIA,0.0
CZE,2012,JAPENC,0.0
CZE,2012,MEASLES,22.0
CZE,2012,MUMPS,3902.0
CZE,2012,NTETANUS,0.0
CZE,2012,PERTUSSIS,738.0
CZE,2012,POLIO,0.0
CZE,2012,RUBELLA,6.0
CZE,2012,TTETANUS,0.0
CZE,2012,YFEVER,0.0
CZE,2011,CRS,1.0
CZE,2011,DIPHTHERIA,0.0
CZE,2011,JAPENC,0.0
CZE,2011,MEASLES,17.0
CZE,2011,MUMPS,2885.0
CZE,2011,NTETANUS,0.0
CZE,2011,PERTUSSIS,324.0
CZE,2011,POLIO,0.0
CZE,2011,RUBELLA,27.0
CZE,2011,TTETANUS,0.0
CZE,2011,YFEVER,0.0
CZE,2010,CRS,0.0
CZE,2010,DIPHTHERIA,0.0
CZE,2010,JAPENC,1.0
CZE,2010,MEASLES,0.0
CZE,2010,MUMPS,1068.0
CZE,2010,NTETANUS,0.0
CZE,2010,PERTUSSIS,662.0
CZE,2010,POLIO,0.0
CZE,2010,RUBELLA,4.0
CZE,2010,TTETANUS,0.0
CZE,2010,YFEVER,0.0
CZE,2009,CRS,0.0
CZE,2009,DIPHTHERIA,0.0
CZE,2009,JAPENC,0.0
CZE,2009,MEASLES,5.0
CZE,2009,MUMPS,357.0
CZE,2009,NTETANUS,0.0
CZE,2009,PERTUSSIS,956.0
CZE,2009,POLIO,0.0
CZE,2009,RUBELLA,6.0
CZE,2009,TTETANUS,0.0
CZE,2009,YFEVER,0.0
CZE,2008,CRS,0.0
CZE,2008,DIPHTHERIA,0.0
CZE,2008,JAPENC,1.0
CZE,2008,MEASLES,2.0
CZE,2008,MUMPS,403.0
CZE,2008,NTETANUS,0.0
CZE,2008,PERTUSSIS,767.0
CZE,2008,POLIO,0.0
CZE,2008,RUBELLA,14.0
CZE,2008,TTETANUS,0.0
CZE,2008,YFEVER,0.0
CZE,2007,CRS,0.0
CZE,2007,DIPHTHERIA,0.0
CZE,2007,JAPENC,0.0
CZE,2007,MEASLES,2.0
CZE,2007,MUMPS,1297.0
CZE,2007,NTETANUS,0.0
CZE,2007,PERTUSSIS,186.0
CZE,2007,POLIO,0.0
CZE,2007,RUBELLA,4.0
CZE,2007,TTETANUS,0.0
CZE,2007,YFEVER,0.0
CZE,2006,CRS,0.0
CZE,2006,DIPHTHERIA,0.0
CZE,2006,JAPENC,0.0
CZE,2006,MEASLES,7.0
CZE,2006,MUMPS,5172.0
CZE,2006,NTETANUS,0.0
CZE,2006,PERTUSSIS,234.0
CZE,2006,POLIO,0.0
CZE,2006,RUBELLA,8.0
CZE,2006,TTETANUS,0.0
CZE,2006,YFEVER,0.0
CZE,2005,CRS,0.0
CZE,2005,DIPHTHERIA,0.0
CZE,2005,MEASLES,0.0
CZE,2005,MUMPS,1803.0
CZE,2005,NTETANUS,0.0
CZE,2005,PERTUSSIS,412.0
CZE,2005,POLIO,0.0
CZE,2005,RUBELLA,8.0
CZE,2005,TTETANUS,0.0
CZE,2005,YFEVER,0.0
CZE,2004,CRS,0.0
CZE,2004,DIPHTHERIA,0.0
CZE,2004,MEASLES,17.0
CZE,2004,MUMPS,244.0
