CODE,YEAR,DISEASE_CODE,CASES
GUY,1983,NTETANUS,0.0
GUY,1983,PERTUSSIS,0.0
GUY,1983,POLIO,0.0
GUY,1983,TTETANUS,4.0
GUY,1983,YFEVER,
GUY,1982,DIPHTHERIA,0.0
GUY,1982,MEASLES,41.0
GUY,1982,NTETANUS,0.0
GUY,1982,PERTUSSIS,23.0
GUY,1982,POLIO,0.0
GUY,1982,TTETANUS,8.0
GUY,1982,YFEVER,
GUY,1981,DIPHTHERIA,0.0
GUY,1981,MEASLES,7.0
GUY,1981,NTETANUS,0.0
GUY,1981,PERTUSSIS,99.0
GUY,1981,POLIO,0.0
GUY,1981,TTETANUS,11.0
GUY,1981,YFEVER,
GUY,1980,DIPHTHERIA,1.0
GUY,1980,MEASLES,464.0
GUY,1980,NTETANUS,0.0
GUY,1980,PERTUSSIS,61.0
GUY,1980,POLIO,0.0
GUY,1980,TTETANUS,20.0
GUY,1980,YFEVER,
HKG,2023,CRS,0.0
HKG,2023,DIPHTHERIA,0.0
HKG,2023,INVASIVE_MENING,5.0
HKG,2023,JAPENC,0.0
HKG,2023,MEASLES,4.0
HKG,2023,MUMPS,28.0
HKG,2023,NTETANUS,0.0
HKG,2023,PERTUSSIS,15.0
HKG,2023,RUBELLA,1.0
HKG,2023,TTETANUS,2.0
HKG,2023,TYPHOID,21.0
HKG,2023,YFEVER,0.0
HKG,2022,CRS,0.0
HKG,2022,DIPHTHERIA,0.0
HKG,2022,INVASIVE_MENING,0.0
HKG,2022,JAPENC,0.0
HKG,2022,MEASLES,3.0
HKG,2022,MUMPS,32.0
HKG,2022,NTETANUS,0.0
HKG,2022,PERTUSSIS,3.0
HKG,2022,RUBELLA,1.0
HKG,2022,TTETANUS,0.0
HKG,2022,TYPHOID,20.0
HKG,2022,YFEVER,0.0
HKG,2021,CRS,0.0
HKG,2021,DIPHTHERIA,0.0
HKG,2021,INVASIVE_MENING,2.0
HKG,2021,JAPENC,0.0
HKG,2021,MEASLES,1.0
HKG,2021,MUMPS,56.0
HKG,2021,NTETANUS,0.0
HKG,2021,PERTUSSIS,2.0
HKG,2021,RUBELLA,2.0
HKG,2021,TTETANUS,1.0
HKG,2021,TYPHOID,13.0
HKG,2021,YFEVER,0.0
HKG,2020,CRS,0.0
HKG,2020,DIPHTHERIA,0.0
HKG,2020,INVASIVE_MENING,0.0
HKG,2020,JAPENC,0.0
HKG,2020,MEASLES,1.0
HKG,2020,MUMPS,41.0
HKG,2020,NTETANUS,0.0
HKG,2020,PERTUSSIS,22.0
HKG,2020,POLIO,0.0
HKG,2020,RUBELLA,4.0
HKG,2020,TTETANUS,0.0
HKG,2020,TYPHOID,12.0
HKG,2020,YFEVER,0.0
HKG,2019,CRS,1.0
HKG,2019,DIPHTHERIA,0.0
HKG,2019,JAPENC,3.0
HKG,2019,MEASLES,90.0
HKG,2019,MUMPS,71.0
HKG,2019,NTETANUS,0.0
HKG,2019,PERTUSSIS,96.0
HKG,2019,RUBELLA,48.0
HKG,2019,TTETANUS,0.0
HKG,2019,TYPHOID,32.0
HKG,2019,YFEVER,0.0
HKG,2018,CRS,0.0
HKG,2018,DIPHTHERIA,0.0
HKG,2018,JAPENC,0.0
HKG,2018,MEASLES,17.0
HKG,2018,MUMPS,82.0
HKG,2018,NTETANUS,0.0
HKG,2018,PERTUSSIS,110.0
HKG,2018,RUBELLA,11.0
HKG,2018,TTETANUS,0.0
HKG,2018,TYPHOID,32.0
HKG,2018,YFEVER,0.0
HKG,2017,CRS,0.0
HKG,2017,DIPHTHERIA,0.0
HKG,2017,JAPENC,5.0
HKG,2017,MEASLES,4.0
HKG,2017,MUMPS,9.0
HKG,2017,NTETANUS,0.0
HKG,2017,PERTUSSIS,69.0
HKG,2017,RUBELLA,0.0
HKG,2017,TTETANUS,1.0
HKG,2017,YFEVER,0.0
HKG,2016,CRS,0.0
HKG,2016,DIPHTHERIA,0.0
HKG,2016,JAPENC,2.0
HKG,2016,MEASLES,9.0
HKG,2016,MUMPS,7.0
HKG,2016,NTETANUS,0.0
HKG,2016,PERTUSSIS,31.0
HKG,2016,RUBELLA,3.0
HKG,2016,TTETANUS,0.0
HKG,2016,YFEVER,0.0
HKG,2015,CRS,0.0
HKG,2015,DIPHTHERIA,0.0
HKG,2015,JAPENC,2.0
HKG,2015,MEASLES,18.0
HKG,2015,MUMPS,8.0
HKG,2015,NTETANUS,0.0
HKG,2015,PERTUSSIS,50.0
HKG,2015,RUBELLA,7.0
HKG,2015,TTETANUS,2.0
HKG,2015,YFEVER,0.0
HKG,2014,CRS,0.0
HKG,2014,DIPHTHERIA,0.0
HKG,2014,JAPENC,5.0
HKG,2014,MEASLES,50.0
HKG,2014,MUMPS,5.0
HKG,2014,NTETANUS,0.0
HKG,2014,PERTUSSIS,30.0
HKG,2014,RUBELLA,7.0
HKG,2014,YFEVER,0.0
HKG,2013,CRS,0.0
HKG,2013,DIPHTHERIA,0.0
HKG,2013,JAPENC,6.0
HKG,2013,MEASLES,8.0
HKG,2013,MUMPS,127.0
HKG,2013,NTETANUS,0.0
HKG,2013,PERTUSSIS,20.0
HKG,2013,RUBELLA,44.0
HKG,2013,TTETANUS,0.0
HKG,2013,YFEVER,0.0
HKG,2012,CRS,3.0
HKG,2012,DIPHTHERIA,0.0
HKG,2012,JAPENC,3.0
HKG,2012,MEASLES,8.0
HKG,2012,MUMPS,151.0
HKG,2012,NTETANUS,0.0
HKG,2012,PERTUSSIS,20.0
HKG,2012,RUBELLA,44.0
HKG,2012,TTETANUS,4.0
HKG,2012,YFEVER,0.0
HKG,2011,CRS,0.0
HKG,2011,DIPHTHERIA,0.0
HKG,2011,JAPENC,1.0
HKG,2011,MEASLES,13.0
HKG,2011,MUMPS,156.0
HKG,2011,NTETANUS,0.0
HKG,2011,PERTUSSIS,23.0
HKG,2011,RUBELLA,86.0
HKG,2011,TTETANUS,1.0
HKG,2011,YFEVER,0.0
HKG,2010,CRS,0.0
HKG,2010,DIPHTHERIA,0.0
HKG,2010,JAPENC,0.0
HKG,2010,MEASLES,13.0
HKG,2010,MUMPS,168.0
HKG,2010,NTETANUS,0.0
HKG,2010,PERTUSSIS,5.0
HKG,2010,POLIO,0.0
HKG,2010,RUBELLA,38.0
HKG,2010,TTETANUS,0.0
HKG,2010,YFEVER,0.0
HKG,2009,CRS,0.0
HKG,2009,DIPHTHERIA,0.0
HKG,2009,JAPENC,0.0
HKG,2009,MEASLES,22.0
HKG,2009,MUMPS,158.0
HKG,2009,NTETANUS,0.0
HKG,2009,PERTUSSIS,16.0
HKG,2009,RUBELLA,44.0
HKG,2009,TTETANUS,1.0
HKG,2009,YFEVER,0.0
HKG,2008,CRS,1.0
HKG,2008,DIPHTHERIA,0.0
HKG,2008,JAPENC,0.0
HKG,2008,MEASLES,69.0
HKG,2008,MUMPS,139.0
HKG,2008,NTETANUS,0.0
HKG,2008,PERTUSSIS,25.0
HKG,2008,RUBELLA,38.0
HKG,2008,TTETANUS,0.0
HKG,2008,YFEVER,0.0
HKG,2007,CRS,0.0
HKG,2007,DIPHTHERIA,0.0
HKG,2007,JAPENC,2.0
HKG,2007,MEASLES,88.0
HKG,2007,MUMPS,181.0
HKG,2007,NTETANUS,0.0
HKG,2007,PERTUSSIS,31.0
HKG,2007,RUBELLA,38.0
HKG,2007,TTETANUS,1.0
HKG,2007,YFEVER,0.0
HKG,2004,CRS,
HKG,2004,DIPHTHERIA,
HKG,2004,MEASLES,
HKG,2004,MUMPS,
HKG,2004,NTETANUS,
HKG,2004,PERTUSSIS,
HKG,2004,POLIO,0.0
HKG,2004,RUBELLA,
HKG,2004,TTETANUS,
HKG,2004,YFEVER,
HKG,2003,CRS,0.0
HKG,2003,DIPHTHERIA,0.0
HKG,2003,MEASLES,33.0
HKG,2003,MUMPS,123.0
HKG,2003,NTETANUS,0.0
HKG,2003,PERTUSSIS,5.0
HKG,2003,POLIO,0.0
HKG,2003,RUBELLA,19.0
HKG,2003,TTETANUS,3.0
HKG,2003,YFEVER,0.0
HKG,2001,CRS,0.0
HKG,2001,DIPHTHERIA,0.0
HKG,2001,MEASLES,179.0
HKG,2001,MUMPS,68.0
HKG,2001,NTETANUS,0.0
HKG,2001,PERTUSSIS,15.0
HKG,2001,POLIO,0.0
HKG,2001,RUBELLA,51.0
HKG,2001,TTETANUS,4.0
HKG,2001,YFEVER,0.0
HKG,2000,CRS,2.0
HKG,2000,DIPHTHERIA,0.0
HKG,2000,MEASLES,60.0
HKG,2000,MUMPS,77.0
HKG,2000,NTETANUS,0.0
HKG,2000,PERTUSSIS,11.0
HKG,2000,POLIO,0.0
HKG,2000,RUBELLA,2340.0
HKG,2000,TTETANUS,7.0
HKG,2000,YFEVER,0.0
HKG,1999,CRS,1.0
HKG,1999,DIPHTHERIA,0.0
HKG,1999,MEASLES,32.0
HKG,1999,MUMPS,64.0
HKG,1999,NTETANUS,0.0
HKG,1999,PERTUSSIS,5.0
HKG,1999,POLIO,0.0
HKG,1999,RUBELLA,53.0
HKG,1999,TTETANUS,7.0
HKG,1999,YFEVER,0.0
HKG,1998,DIPHTHERIA,0.0
HKG,1998,MEASLES,56.0
HKG,1998,NTETANUS,0.0
HKG,1998,PERTUSSIS,3.0
HKG,1998,POLIO,0.0
HKG,1998,TTETANUS,3.0
HKG,1998,YFEVER,0.0
HKG,1997,DIPHTHERIA,0.0
HKG,1997,MEASLES,318.0
HKG,1997,NTETANUS,0.0
HKG,1997,PERTUSSIS,12.0
HKG,1997,POLIO,0.0
HKG,1997,TTETANUS,8.0
HKG,1997,YFEVER,
HKG,1996,DIPHTHERIA,0.0
HKG,1996,MEASLES,110.0
HKG,1996,NTETANUS,0.0
HKG,1996,PERTUSSIS,9.0
HKG,1996,POLIO,0.0
HKG,1996,TTETANUS,16.0
HKG,1996,YFEVER,
